"","STATE","REG_START","REG_END","REG_REINST","ELITE_NAME","ELITE_BIRTHDATE","ELITE_DEATHDATE","ELITE_FEMALE","ELITE_REENTER","ELITE_REEXIT","ELITE_EXITTYPE","ELITE_EXITFATE","ELITE_EXITLEADER","ELITE_OCCUPATION","ELITE_RETENURE","REG_PARTY"
"652","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Zayed II bin Sultan Al Nahyan of Abu Dhabi","6701","2004-11-02",0,"1971-12-02","2004-11-02","Death - Natural",NA,"Zayed Al Nahyan",NA,32.9424657534247,NA
"653","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Khalifa bin Zayed Al Nahyan of Abu Dhabi","17783",NA,0,"2004-11-02",NA,NA,NA,NA,NA,NA,NA
"654","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Rashid bin Saeed al Maktoum of Dubai","4546","1990-10-07",0,"1971-12-02","1990-10-07","Death - Natural",NA,"Zayed Al Nahyan",NA,18.8602739726027,NA
"655","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Maktoum bin Rashid al Maktoum of Dubai","15933","2006-01-04",0,"1990-10-07","2006-01-04","Death - Natural",NA,"Khalifa Al Nahyan",NA,15.2547945205479,NA
"656","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Mohammed bin Rashid al Maktoum of Dubai","18094",NA,0,"2006-01-04",NA,NA,NA,NA,NA,NA,NA
"657","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Khalid bin Muhammad Al-Qasimi of Sharjah","?/?/1931","1972-01-25",0,"1971-12-02","1972-01-25","Assassination",NA,"Zayed Al Nahyan",NA,0.147945205479452,NA
"658","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Sultan bin Muhammad Al-Qasimi of Sharjah","14428",NA,0,"1972-01-25",NA,NA,NA,NA,NA,NA,NA
"659","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Rashid bin Humaid al Nuaimi of Ajman","?/?/1902","1981-09-06",0,"1971-12-02","1981-09-06","Death - Natural",NA,"Zayed Al Nahyan",NA,9.76986301369863,NA
"660","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Humaid bin Rashid Al Nuaimi of Ajman","11392",NA,0,"1981-09-06",NA,NA,NA,NA,NA,NA,NA
"661","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Mohammed bin Hamad Al Sharqi of Fujairah","?/?/1908","1974-09-06",0,"1971-12-02","1974-09-06","Death - Natural",NA,"Zayed Al Nahyan",NA,2.76438356164384,NA
"662","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Hamad bin Mohammed Al Sharqi of Fujairah","17801",NA,0,"1974-09-06",NA,NA,NA,NA,NA,NA,NA
"663","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Ahmad bin Rashid Al Mualla of Umm al-Quwain","?/?/1902","1981-02-21",0,"1971-12-02","1981-02-21","Death - Natural",NA,"Zayed Al Nahyan",NA,9.23013698630137,NA
"664","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Rashid bin Ahmad Al Mualla of Umm al-Quwain","?/?/1932","2009-01-02",0,"1981-02-21","2009-01-02","Death - Natural",NA,"Khalifa Al Nahyan",NA,27.8821917808219,NA
"665","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Saud bin Rashid Al Mu'alla of Umm al-Quwain","19268",NA,0,"2009-01-02",NA,NA,NA,NA,NA,NA,NA
"666","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Saqr bin Mohammad Al Qassimi of Ras al-Khaimah","6674","2010-10-27",0,"1972-10-02","2010-10-27","Death - Natural",NA,"Khalifa Al Nahyan",NA,38.0931506849315,NA
"667","UAE","1971-12-02",NA,"Federal Supreme Council","Sheikh Saud bin Saqr Al Qasimi of Ras al-Khaimah","20495",NA,0,"2010-10-27",NA,NA,NA,NA,NA,NA,NA
"668","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Aliyev, Geydar","8531","2003-12-12",0,"1976-03-05","1987-10-21","Resignation","No Punishment","Gorbachev","State security",11.6356164383562,"Communist Party of the Soviet Union (KPSS)"
"669","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Andreyev, Andrei Andreevich","10/30/1895","1971-12-05",0,"1926-07-23","1952-10-05","Demotion","No Punishment","Stalin","Trade unionist",26.2219178082192,"Communist Party of the Soviet Union (KPSS)"
"670","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Andrianov, Vasily Mikhailovich","811","1978-10-03",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Railway worker",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"671","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Andropov, Yuri Vladimirovich","5280","1984-02-09",0,"1967-06-21","1984-02-09","Death",NA,"Andropov","Party functionary",16.6493150684932,"Communist Party of the Soviet Union (KPSS)"
"672","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Aristov, Averky Borisovich","1391","1973-07-11",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Fishery worker",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"673","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Aristov, Averky Borisovich","1391","1973-07-11",0,"1957-06-29","1961-10-31","Demotion","No Punishment","Khrushchev","Fishery worker",4.34246575342466,"Communist Party of the Soviet Union (KPSS)"
"674","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Bagirov, Mir","9/17/1896","1956-05-07",0,"1953-03-06","1953-07-07","Expulsion","Execution","Malenkov","Teacher",0.336986301369863,"Communist Party of the Soviet Union (KPSS)"
"675","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Belyaev, Nikolai Ilyich","1128","1966-10-28",0,"1957-07-29","1960-05-04","Demotion","No Punishment","Khrushchev","Party functionary",2.76712328767123,"Communist Party of the Soviet Union (KPSS)"
"676","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Bauman, Karl Yanovich","8/17/1892","1937-10-14",0,"1929-04-29","1930-07-13","Demotion","No Punishment","Stalin","Party functionary",1.20547945205479,"Communist Party of the Soviet Union (KPSS)"
"677","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Beria, Lavrentiy Pavlovich","3/29/1899","1953-12-23",0,"1939-03-22","1953-07-07","Expulsion","Execution","Malenkov","State security",14.3041095890411,"Communist Party of the Soviet Union (KPSS)"
"678","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Biryukova, Aleksandra Pavlovna","10649","2008-02-20",1,"1988-09-30","1990-07-14","Demotion","No Punishment","Gorbachev","Trade unionist",1.78630136986301,"Communist Party of the Soviet Union (KPSS)"
"679","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Brezhnev, Leonid Ilyich","2545","1982-11-10",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Metallurgical engineer",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"680","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Brezhnev, Leonid Ilyich","2545","1982-11-10",0,"1956-02-27","1982-11-10","Death",NA,"Brezhnev","Metallurgical engineer",26.7205479452055,"Communist Party of the Soviet Union (KPSS)"
"681","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Bukharin, Nikolai Ivanovich","10/9/1888","1938-03-15",0,"1922-12-30","1929-11-17","Demotion","No Punishment","Stalin","Newspaper editor",6.88767123287671,"Communist Party of the Soviet Union (KPSS)"
"682","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Bukharin, Nikolai Ivanovich","6/11/1895","1975-02-24",0,"1946-03-18","1958-09-05","Resignation","No Punishment","Khrushchev","Newspaper editor",12.4767123287671,"Communist Party of the Soviet Union (KPSS)"
"683","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Burokevicius, Mykolas","10142","2016-01-20",0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Machinist",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"684","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Chebrikov, Viktor Mikhailovich","8518","1999-07-02",0,"1983-12-26","1989-09-20","Resignation","No Punishment","Gorbachev","Party functionary",5.73972602739726,"Communist Party of the Soviet Union (KPSS)"
"685","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Chernenko, Konstantin Ustinovich","4285","1985-03-10",0,"1977-10-03","1985-03-10","Death",NA,"Chernenko","Party functionary",7.43835616438356,"Communist Party of the Soviet Union (KPSS)"
"686","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Chesnokov, Dmitry Ivanovich","3951","1973-09-17",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Academic lecturer",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"687","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Chubar, Vlas Yakovlevich","2/22/1891","1936-02-26",0,"1926-11-03","1938-06-16","Expulsion","Execution","Stalin","Party functionary",11.6246575342466,"Communist Party of the Soviet Union (KPSS)"
"688","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Demichev, Petr Nikovich","6565","2010-08-10",0,"1964-11-16","1988-09-30","Resignation","No Punishment","Gorbachev","Mechanican engineer",23.8876712328767,"Communist Party of the Soviet Union (KPSS)"
"689","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Dolgikh, Vladimir Ivanovich","9106",NA,0,"1982-05-24","1988-09-30","Resignation","No Punishment","Gorbachev","Engineer",6.35890410958904,"Communist Party of the Soviet Union (KPSS)"
"690","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Dzasokhov, Alexander Sergeyevich","12512",NA,0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Railway worker",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"691","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Dzerzhinsky, Feliks Edmundovich","9/11/1877","2026-07-20",0,"1924-06-02","1926-07-20","Death",NA,"Stalin","State security",2.13150684931507,"Communist Party of the Soviet Union (KPSS)"
"692","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Yefremov, Leonid Nikolaevich","4529","2007-06-24",0,"1962-11-23","1966-04-08","Demotion","No Punishment","Brezhnev","Party functionary",3.37534246575342,"Communist Party of the Soviet Union (KPSS)"
"693","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Eykhe, Robert Indrikovich","8/12/1890","1940-02-02",0,"1935-02-01","1938-12-01","Expulsion","Execution","Stalin","Party functionary",3.83287671232877,"Communist Party of the Soviet Union (KPSS)"
"694","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Frolov, Konstantin Vasil'evich","10837","1999-11-18",0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Academic director",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"695","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Frunze, Mikhail Vasil'evich","2/2/1885","1925-10-31",0,"1924-06-02","1925-10-31","Death",NA,"Stalin","Soldier",1.41369863013699,"Communist Party of the Soviet Union (KPSS)"
"696","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Furtseva, Yekaterina Aleksevna","3994","1974-10-24",1,"1956-02-27","1961-10-31","Demotion","No Punishment","Khrushchev","Party functionary",5.67945205479452,"Communist Party of the Soviet Union (KPSS)"
"697","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Gorbachev, Mikhail Sergeyevich","11384",NA,0,"1979-11-27","1991-08-24","Regime Change","No Punishment","Gorbachev","Party functionary",11.7479452054795,"Communist Party of the Soviet Union (KPSS)"
"698","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Grechko, Andrei Antonovich","1373","1976-04-26",0,"1973-04-27","1976-04-26","Death",NA,"Brezhnev","Soldier",3,"Communist Party of the Soviet Union (KPSS)"
"699","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Grishin, Viktor Vasil'evich","5375","1992-05-25",0,"1961-10-31","1986-02-18","Resignation","No Punishment","Gorbachev","Train driver",24.3178082191781,"Communist Party of the Soviet Union (KPSS)"
"700","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Gromyko, Andrei Andreevich","3487","1989-07-02",0,"1973-04-27","1988-09-30","Resignation","No Punishment","Gorbachev","Diplomat",15.4383561643836,"Communist Party of the Soviet Union (KPSS)"
"701","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Gumbaridze, Givi Grigor'evich","16518",NA,0,"1990-07-14","1991-01-31","Resignation","No Punishment","Gorbachev","State security",0.550684931506849,"Communist Party of the Soviet Union (KPSS)"
"702","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Hurenko, Stanislav Ivanovich","13300","2013-04-14",0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Process engineer",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"703","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Ignatov, Nikolay Grigor'evich","489","1966-11-14",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Party functionary",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"704","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Ignatov, Nikolay Grigor'evich","489","1966-11-14",0,"1957-06-29","1961-10-31","Demotion","No Punishment","Khrushchev","Party functionary",4.34246575342466,"Communist Party of the Soviet Union (KPSS)"
"705","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Ignat'ev, Semen Denisovich","1719","1983-11-27",0,"1952-10-17","1953-03-06","Demotion","No Punishment","Malenkov","Party functionary",0.383561643835616,"Communist Party of the Soviet Union (KPSS)"
"706","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Ivashko, Vladimir Antonovich","11990","1994-11-13",0,"1989-12-09","1991-08-24","Regime Change",NA,NA,"Mining engineer",1.70684931506849,"Communist Party of the Soviet Union (KPSS)"
"707","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kabanov, Ivan Grigorievich","1/22/1898","1972-07-02",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Soldier",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"708","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kaganovich, Lazar Moisevich","11/22/1893","1991-07-25",0,"1926-07-23","1957-06-29","Expulsion","No Punishment","Khrushchev","Party functionary",30.9561643835616,"Communist Party of the Soviet Union (KPSS)"
"709","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kalinin, Mikhail Ivanovich","11/19/1875","1946-06-03",0,"1922-12-30","1946-06-03","Resignation","No Punishment","Stalin","Party functionary",23.441095890411,"Communist Party of the Soviet Union (KPSS)"
"710","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kalnberzin, Yan (Janis Kalnberzinš)","9/17/1893","1986-02-04",0,"1957-06-29","1961-10-31","Demotion","No Punishment","Khrushchev","Dockworker",4.34246575342466,"Communist Party of the Soviet Union (KPSS)"
"711","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kamenev, Lev Borisovich","7/18/1883","1936-08-25",0,"1922-12-30","1926-10-23","Expulsion","No Punishment","Stalin","Union organizer",3.81643835616438,"Communist Party of the Soviet Union (KPSS)"
"712","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Karimov, Islam Abduganievich","13910","2016-09-02",0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Engineer",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"713","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Khrushchev, Nikita Sergeyevich","4/15/1894","1971-09-11",0,"1938-01-14","1964-10-14","Resignation","No Punishment","Brezhnev","Mechanic",26.7671232876712,"Communist Party of the Soviet Union (KPSS)"
"714","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kirichenko, Aleksey Illarionovich","2965","1975-12-28",0,"1953-06-06","1960-05-04","Demotion","No Punishment","Khrushchev","Party functionary",6.91506849315068,"Communist Party of the Soviet Union (KPSS)"
"715","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kirilenko, Andrei Pavlovich","2443","1990-05-12",0,"1957-06-29","1982-11-22","Resignation","No Punishment","Andropov","Fitter",25.4164383561644,"Communist Party of the Soviet Union (KPSS)"
"716","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kirov, Sergey Mionovich","3/27/1886","1934-12-01",0,"1926-07-23","1934-12-01","Death",NA,"Stalin","Engineer",8.36438356164384,"Communist Party of the Soviet Union (KPSS)"
"717","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kisilev, Tikhon Yakovlevich","6421","1983-01-11",0,"1980-10-21","1983-01-11","Death",NA,"Andropov","Teacher",2.22465753424658,"Communist Party of the Soviet Union (KPSS)"
"718","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Korotchenko, Demyan Sergeevich","11/29/1894","1969-04-07",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Party functionary",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"719","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Korotchenko, Demyan Sergeevich","11/29/1894","1969-04-07",0,"1957-06-29","1961-10-31","Demotion","No Punishment","Khrushchev","Party functionary",4.34246575342466,"Communist Party of the Soviet Union (KPSS)"
"720","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kosior, Stanislav Vikent'evich","11/18/1889","1939-02-26",0,"1927-12-19","1938-01-01","Expulsion","Execution","Stalin","Worker",10.0438356164384,"Communist Party of the Soviet Union (KPSS)"
"721","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kosygin, Aleksey Nikolaevich","1513","1980-12-18",0,"1946-03-18","1953-03-05","Demotion","No Punishment","Malenkov","Technical worker",6.96986301369863,"Communist Party of the Soviet Union (KPSS)"
"722","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kosygin, Aleksey Nikolaevich","1513","1980-12-18",0,"1957-06-29","1980-10-21","Resignation","No Punishment","Brezhnev","Technical worker",23.3287671232877,"Communist Party of the Soviet Union (KPSS)"
"723","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kozlov, Frol Romanovich","3153","1965-01-30",0,"1957-02-14","1964-11-16","Demotion","No Punishment","Brezhnev","Party functionary",7.75890410958904,"Communist Party of the Soviet Union (KPSS)"
"724","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kryuchkov, Vladimir Alexandrovich","8826","2007-12-23",0,"1989-09-20","1990-07-14","Demotion","No Punishment","Gorbachev","Lawyer",0.813698630136986,"Communist Party of the Soviet Union (KPSS)"
"725","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kulakov, Fyodor Davidovich","6610","1978-07-17",0,"1971-04-09","1978-07-17","Death",NA,"Brezhnev","Agronomist",7.27671232876712,"Communist Party of the Soviet Union (KPSS)"
"726","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kunaev, Dinmukhamed Akhmedovich","4395","1993-08-22",0,"1966-04-08","1987-01-28","Resignation","No Punishment","Gorbachev","Metalurgist",20.8219178082192,"Communist Party of the Soviet Union (KPSS)"
"727","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kuusinen, Otto Vil'gel'movich","10/4/1881","1964-05-17",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Party functionary",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"728","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kuusinen, Otto Vil'gel'movich","10/4/1881","1964-05-17",0,"1957-06-29","1964-05-17","Death",NA,"Khrushchev","Party functionary",6.88767123287671,"Communist Party of the Soviet Union (KPSS)"
"729","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kuybyshev, Valeryan Vladimirovich","6/6/1888","1935-01-25",0,"1927-12-19","1935-01-25","Death",NA,"Stalin","Economic administrator",7.10684931506849,"Communist Party of the Soviet Union (KPSS)"
"730","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kuznetsov, Vasiliy Vasil'evich","410","1990-06-05",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Trade unionist",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"731","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Kuznetsov, Vasiliy Vasil'evich","410","1990-06-05",0,"1977-10-03","1986-03-06","Resignation","No Punishment","Gorbachev","Trade unionist",8.42739726027397,"Communist Party of the Soviet Union (KPSS)"
"732","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Lenin, Vladimir Il'ich","4/22/1870","1924-01-21",0,"1922-12-30","1924-01-21","Death",NA,"Lenin","Party functionary",1.06027397260274,"Communist Party of the Soviet Union (KPSS)"
"733","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Ligachev, Yegor Kuz'mich","7669",NA,0,"1985-04-23","1990-07-14","Demotion","No Punishment","Gorbachev","Engineer",5.22739726027397,"Communist Party of the Soviet Union (KPSS)"
"734","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Luchinsky, Petr Kirillovich","14637",NA,0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Party functionary",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"735","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Lukyanov, Anatoly Ivanovich","11085","2019-01-09",0,"1988-09-30","1990-07-14","Demotion","No Punishment","Gorbachev","Laywer",1.78630136986301,"Communist Party of the Soviet Union (KPSS)"
"736","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Makhkamov, Kakhar Makhamovich","11795","2016-06-08",0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Mining engineer",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"737","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Malenkov, Georgy Maximilianovich","739","1988-01-14",0,"1941-02-21","1957-06-29","Expulsion","No Punishment","Khrushchev","Party functionary",16.3616438356164,"Communist Party of the Soviet Union (KPSS)"
"738","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Malychev, Vyacheslav Aleksandrovich","1068","1957-02-20",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Railway worker",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"739","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Masaliev, Absamat Masaliyevich","12154","2004-07-31",0,"1990-07-14","1991-04-25","Resignation","No Punishment","Gorbachev","Mining engineer",0.780821917808219,"Communist Party of the Soviet Union (KPSS)"
"740","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Masherov, Petr Mironovich","6632","1980-10-04",0,"1966-04-08","1980-10-04","Death",NA,"Brezhnev","Teacher",14.5013698630137,"Communist Party of the Soviet Union (KPSS)"
"741","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Maslyukov, Yuriy Dmitrievich","13788","2010-04-01",0,"1988-02-18","1990-07-14","Demotion","No Punishment","Gorbachev","Engineer",2.4027397260274,"Communist Party of the Soviet Union (KPSS)"
"742","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Mazurov, Kirill Trofimovich","5198","1989-12-19",0,"1957-06-29","1978-11-28","Resignation","No Punishment","Brezhnev","Party functionary",21.4301369863014,"Communist Party of the Soviet Union (KPSS)"
"743","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Medvedev, Vadim Andreevich","10681","1988-03-02",0,"1988-09-30","1990-07-14","Demotion","No Punishment","Gorbachev","University lecturer",1.78630136986301,"Communist Party of the Soviet Union (KPSS)"
"744","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Melnikov, Leonid Georgievich","2343","1981-04-16",0,"1952-10-16","1953-06-06","Demotion","No Punishment","Malenkov","Party functionary",0.638356164383562,"Communist Party of the Soviet Union (KPSS)"
"745","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Mikhailov, Nikolai Alexandrovich","2475","1982-05-24",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Factory worker",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
"746","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Mikoyan, Anastas Ivanovich","11/25/1895","1978-10-21",0,"1926-07-23","1966-04-08","Resignation","No Punishment","Brezhnev","Party functionary",39.7369863013699,"Communist Party of the Soviet Union (KPSS)"
"747","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Molotov, Vyacheslav Mikhaylovich","3/9/1890","1986-11-08",0,"1922-12-30","1957-06-29","Expulsion","No Punishment","Khrushchev","Party functionary",34.5205479452055,"Communist Party of the Soviet Union (KPSS)"
"748","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Movsisyan, Vladimir Migranovich","12370","2014-11-05",0,"1990-07-14","1990-12-11","Resignation","No Punishment","Gorbachev","Agricultural scientist",0.410958904109589,"Communist Party of the Soviet Union (KPSS)"
"749","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Mukhitdinov, Nuritdin Akramovich","6533","2008-08-27",0,"1956-02-27","1961-11-17","Demotion","No Punishment","Khrushchev","Soldier",5.72602739726027,"Communist Party of the Soviet Union (KPSS)"
"750","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Mutalibov, Ayaz Niyazi Ogly","14012",NA,0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Engineer",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"751","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Mzhavanadze, Vasiliy Pavlovich","994","1988-09-05",0,"1957-06-29","1972-12-18","Resignation","No Punishment","Brezhnev","Soldier",15.4821917808219,"Communist Party of the Soviet Union (KPSS)"
"752","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Nazarbaev, Nursultan Abishevich","14798",NA,0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Combine worker",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"753","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Nikonov, Viktor Petrovich","10652","1993-09-17",0,"1987-06-26","1989-09-20","Resignation","No Punishment","Gorbachev","Party functionary",2.23835616438356,"Communist Party of the Soviet Union (KPSS)"
"754","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Niyazov, Saparmurad Ataevich","14660","2006-12-21",0,"1990-07-14","1991-08-24","Regime Change",NA,NA,"Party functionary",1.11232876712329,"Communist Party of the Soviet Union (KPSS)"
"755","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Orzhanikidze, Grigory (Sergo) Konstantinovich","10/24/1886","1937-02-18",0,"1926-07-23","1926-11-03","Resignation","No Punishment","Stalin","Economist",0.282191780821918,"Communist Party of the Soviet Union (KPSS)"
"756","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Orzhanikidze, Grigory (Sergo) Konstantinovich","10/24/1886","1937-02-18",0,"1930-12-21","1937-02-18","Death",NA,"Stalin","Economist",6.16712328767123,"Communist Party of the Soviet Union (KPSS)"
"757","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Patolichev, Nikolay Semenovich","3176","1989-12-01",0,"1952-10-15","1953-03-06","Demotion","No Punishment","Malenkov","Industrial administrator",0.389041095890411,"Communist Party of the Soviet Union (KPSS)"
"758","Soviet Union","1922-12-30","1991-08-24","Politburo/Presidium","Pegov, Nikolay Mikhailovich","1933","1991-04-19",0,"1952-10-16","1953-03-06","Demotion","No Punishment","Malenkov","Industrial worker",0.386301369863014,"Communist Party of the Soviet Union (KPSS)"
